author_list,NPI,pub_id,pub_title,pub_date,journal_date
"[{""NPI"":""1609004205""},{""NPI"":""2335800051""},{""NPI"":""2496698909""},{""NPI"":""2332419470""},{""NPI"":""1537349686""}]",0351710353,45093613,mi sit amet,2/17/2016,12/4/2013
"[{""NPI"":""4736470607""},{""NPI"":""3784981348""},{""NPI"":""2503804012""},{""NPI"":""0090717546""},{""NPI"":""0835510794""},{""NPI"":""3428933001""}]",2854079868,30422650,convallis,9/8/2014,7/7/2018
"[{""NPI"":4584282374}]",2653744104,26420991,in eleifend,6/28/2013,7/28/2009
"[{""NPI"":""2983937348""}]",2045174573,28451498,elementum eu interdum eu,6/30/2010,11/4/2012
"[{""NPI"":""0857205943""},{""NPI"":""6274740864""}]",1366590058,98436801,non,8/31/2011,8/5/2007
"[{""NPI"":""2085462057""},{""NPI"":""3873936240""},{""NPI"":""0881811386""}]",3925614427,36207392,at dolor quis odio consequat,5/11/2012,3/20/2007
"[{""NPI"":""6677892670""}]",3548272282,41020640,amet consectetuer adipiscing elit,7/19/2006,2/16/2006
"[{""NPI"":""9591791461""},{""NPI"":""1950337383""},{""NPI"":""8817542679""},{""NPI"":""0134892658""},{""NPI"":""5882901839""},{""NPI"":""6415018140""}]",8132014618,03159295,accumsan felis ut,8/25/2006,10/24/2008
"[{""NPI"":""5364249271""}]",1951772644,21546890,erat eros,7/20/2007,1/30/2008
"[{""NPI"":""3037443618""}]",6380993843,77828476,pellentesque ultrices phasellus,2/2/2017,4/11/2019
"[{""NPI"":""4701556009""},{""NPI"":""5110411638""},{""NPI"":""1537349686""},{""NPI"":""8287921767""},{""NPI"":""4324613613""}]",0134892658,38897142,nulla mollis molestie lorem,5/15/2012,3/11/2014
"[{""NPI"":""0281625514""},{""NPI"":""6760333810""},{""NPI"":""6501681073""},{""NPI"":""0304207977""},{""NPI"":""0425479188""},{""NPI"":""6818637140""}]",3292848067,76930192,pede lobortis ligula sit amet,10/31/2017,4/11/2012
"[{""NPI"":""3412254525""},{""NPI"":""1089995814""}]",3870230169,89163986,faucibus,6/23/2010,2/14/2015
"[{""NPI"":""0153500174""},{""NPI"":""3929651106""},{""NPI"":""7086233765""},{""NPI"":""3110594684""},{""NPI"":""8603564876""},{""NPI"":""6727825513""}]",8033848154,45422445,curabitur convallis,1/16/2010,8/29/2016
"[{""NPI"":""5578502083""},{""NPI"":""6950255187""}]",2835110631,60164993,est,9/6/2019,7/24/2014
"[{""NPI"":""3428933001""},{""NPI"":""0238657965""},{""NPI"":""4151147268""},{""NPI"":""2026578567""},{""NPI"":""3483434402""}]",4105722700,56396192,aliquam erat volutpat in,7/13/2011,3/28/2017
"[{""NPI"":""9187876582""}]",0631463429,86233589,luctus nec molestie,9/30/2014,8/20/2011
"[{""NPI"":""8410022966""},{""NPI"":""5268831550""},{""NPI"":""2496698909""}]",2873377070,48367794,condimentum,1/12/2007,12/7/2013
"[{""NPI"":""2599555183""},{""NPI"":""3292848067""},{""NPI"":""0781825741""},{""NPI"":""7758980430""}]",6388276458,69062396,vel ipsum praesent blandit lacinia erat,10/8/2009,5/21/2010
"[{""NPI"":""6285458642""},{""NPI"":""5334498184""},{""NPI"":""2873377070""},{""NPI"":""8451353029""}]",5143994675,38458762,mattis egestas metus,5/10/2018,10/2/2013
"[{""NPI"":""3483434402""},{""NPI"":""0781825741""}]",1039656927,62109452,congue etiam justo etiam pretium,1/23/2011,8/10/2016
"[{""NPI"":""7114485239""},{""NPI"":""1687900337""},{""NPI"":""2815572060""},{""NPI"":""2873377070""},{""NPI"":""4757153597""},{""NPI"":""3531061798""}]",1709404426,29088177,eget orci vehicula condimentum,3/28/2011,8/4/2008
"[{""NPI"":""5175122185""}]",6793046136,86478076,tincidunt eget tempus vel pede morbi,6/20/2009,11/8/2012
"[{""NPI"":""4105722700""},{""NPI"":""6577885192""},{""NPI"":""5338463008""},{""NPI"":""3870230169""}]",9187876582,46340641,etiam faucibus cursus urna ut tellus,5/7/2011,7/6/2012
"[{""NPI"":""9187876582""},{""NPI"":""3101581397""},{""NPI"":""7220040350""},{""NPI"":""5391262070""}]",5458603362,10564035,viverra pede ac diam,2/4/2017,12/3/2007
"[{""NPI"":""1560368330""},{""NPI"":""2730564101""},{""NPI"":""9375785084""},{""NPI"":""5726079175""},{""NPI"":""7995049358""}]",1574979531,74171894,vestibulum rutrum,11/21/2018,9/27/2008
"[{""NPI"":""6123749420""},{""NPI"":""3428933001""},{""NPI"":""4624566424""},{""NPI"":""3592115715""},{""NPI"":""4955749569""},{""NPI"":""3570762793""}]",5110411638,66336274,vel augue vestibulum rutrum rutrum neque,5/19/2016,2/23/2008
"[{""NPI"":2799293735},{""NPI"":""5269221810""},{""NPI"":""3482086494""},{""NPI"":""7823301016""},{""NPI"":""8726245728""},{""NPI"":""2905796464""}]",7389956135,64404836,eu orci,11/9/2017,6/6/2016
"[{""NPI"":""4037920190""},{""NPI"":""9985719786""},{""NPI"":""9907182656""},{""NPI"":""7469272615""},{""NPI"":""7832317000""}]",0198817665,51208823,dui proin,12/28/2012,11/4/2014
"[{""NPI"":""0205319262""},{""NPI"":""3821385650""},{""NPI"":""2452628093""},{""NPI"":""2085462057""},{""NPI"":""1662892039""}]",4374094385,00666954,sit amet sapien dignissim,12/27/2012,8/7/2009
"[{""NPI"":""7281416555""},{""NPI"":""9326646025""}]",1300336978,22384293,venenatis lacinia aenean sit,3/20/2018,6/9/2009
"[{""NPI"":""0153500174""},{""NPI"":""7542302124""},{""NPI"":""0322191971""},{""NPI"":""4032143811""},{""NPI"":""1188042106""},{""NPI"":""1089995814""}]",2854079868,59676839,dui nec,4/19/2018,6/18/2013
"[{""NPI"":""3696044180""},{""NPI"":""7855327584""},{""NPI"":""0408510234""},{""NPI"":""0306248255""}]",9121204020,74167302,lorem,9/7/2017,6/17/2009
"[{""NPI"":""9293736535""},{""NPI"":""9476356030""},{""NPI"":""2339174686""},{""NPI"":""4797608099""},{""NPI"":""3110594684""},{""NPI"":""6677892670""}]",9041868070,42587101,adipiscing lorem vitae mattis nibh ligula,6/6/2014,11/22/2010
"[{""NPI"":""8244981873""},{""NPI"":""2724280199""},{""NPI"":""8742524237""},{""NPI"":""6182487380""}]",6563491553,71160940,ultrices mattis odio donec,5/28/2015,8/29/2019
"[{""NPI"":""0835510794""},{""NPI"":""2572783916""}]",1663050155,01464615,ante ipsum,1/6/2012,5/29/2011
"[{""NPI"":""7473462687""},{""NPI"":""2861511761""},{""NPI"":""0322191971""}]",4571188919,91888474,morbi,10/19/2010,12/18/2006
"[{""NPI"":""9293736535""},{""NPI"":""9238363994""}]",1155276051,99166013,ridiculus mus vivamus vestibulum sagittis sapien,6/28/2008,6/27/2014
"[{""NPI"":8548026855},{""NPI"":""2649292431""},{""NPI"":""0969075561""},{""NPI"":""0917283325""},{""NPI"":""6679946328""}]",8846736419,79533617,scelerisque,6/6/2016,5/28/2009
"[{""NPI"":""9588089719""},{""NPI"":""9869563791""},{""NPI"":""5991364923""}]",7620893571,43492809,odio cras mi pede malesuada in,3/9/2017,7/8/2012
"[{""NPI"":""9375785084""},{""NPI"":""1777453291""}]",8097795310,57093723,nisi eu orci,5/31/2017,9/24/2009
"[{""NPI"":""4083154756""},{""NPI"":""4624566424""}]",8881136856,20568446,sapien ut nunc vestibulum,4/18/2007,11/14/2007
"[{""NPI"":""3214812874""},{""NPI"":""9020719610""},{""NPI"":""0371853672""}]",3431218679,31986506,pede,7/12/2013,7/7/2017
"[{""NPI"":""6727825513""},{""NPI"":""3375816359""},{""NPI"":""6456905095""},{""NPI"":""1383278415""}]",4933821461,65974783,donec semper sapien a,11/2/2010,2/14/2015
"[{""NPI"":""0268243751""}]",2873377070,92695466,sapien non mi integer ac,3/3/2011,11/5/2005
"[{""NPI"":""3653644135""},{""NPI"":""2347406086""},{""NPI"":""3784981348""},{""NPI"":""5929901651""},{""NPI"":""5451465398""}]",4584282374,09936212,risus,5/6/2015,7/15/2009
"[{""NPI"":""7877397348""},{""NPI"":""3649717956""},{""NPI"":""8589162788""},{""NPI"":""3107937762""},{""NPI"":""5364249271""},{""NPI"":""0189859199""}]",5215506973,88159446,id ligula suspendisse ornare consequat,10/14/2006,2/4/2017
"[{""NPI"":""7366119644""},{""NPI"":""4736470607""}]",4564037501,22623208,in sapien iaculis congue,12/21/2018,4/19/2007
"[{""NPI"":""2696982910""},{""NPI"":""6835294825""}]",7496386340,40808612,cras mi pede malesuada,8/26/2010,3/12/2008
"[{""NPI"":""0205319262""},{""NPI"":""1067006788""},{""NPI"":""4302447524""},{""NPI"":""7832317000""},{""NPI"":""0632028866""}]",0814026133,03863237,ligula vehicula,9/6/2013,7/16/2008
"[{""NPI"":""3375816359""}]",0597646872,86708469,morbi vel lectus in quam,11/8/2013,11/20/2007
"[{""NPI"":""2887899473""},{""NPI"":""5175122185""},{""NPI"":""2999378874""}]",6923485118,53968139,vulputate luctus cum sociis natoque penatibus,8/5/2007,1/7/2011
"[{""NPI"":""5364249271""},{""NPI"":""1944885390""}]",5334498184,45899980,nulla ultrices,1/29/2010,7/14/2013
"[{""NPI"":""4037130068""},{""NPI"":""9591791461""},{""NPI"":""0053015207""},{""NPI"":""7803729053""},{""NPI"":""8392610849""}]",2100427393,46495854,elementum,9/21/2008,8/22/2010
"[{""NPI"":""9016129278""},{""NPI"":""5578502083""}]",5532819459,53455482,sit amet sem fusce consequat nulla,7/22/2007,4/14/2014
"[{""NPI"":""3455200745""},{""NPI"":""7903195441""},{""NPI"":""2503707335""}]",5377996526,47293005,nec sem,4/4/2006,7/14/2007
"[{""NPI"":8497158482},{""NPI"":""5175122185""},{""NPI"":""9268921456""},{""NPI"":""2045174573""},{""NPI"":""2098530579""}]",2776868839,04959875,vel accumsan tellus nisi eu orci,12/8/2006,12/20/2014
"[{""NPI"":""3809560022""},{""NPI"":""9063999194""},{""NPI"":""7220040350""}]",9016129278,40118890,venenatis lacinia aenean sit amet,5/27/2012,11/12/2006
"[{""NPI"":""1224777417""},{""NPI"":""5391262070""},{""NPI"":""8930471994""},{""NPI"":""9375785084""}]",2503707335,13827060,lacinia erat vestibulum sed,8/19/2011,1/23/2018
"[{""NPI"":""1384462139""},{""NPI"":""0082427135""},{""NPI"":""2046631331""},{""NPI"":""4958342532""},{""NPI"":""8577249271""}]",1944404163,78656073,cursus urna ut tellus nulla,5/17/2012,6/20/2008
"[{""NPI"":""5518415508""},{""NPI"":""2743207280""},{""NPI"":""6411633177""},{""NPI"":""1431658529""},{""NPI"":""0361884230""},{""NPI"":""3840263980""}]",6646117284,16654322,nullam varius nulla,12/22/2013,4/18/2009
"[{""NPI"":""0330514881""},{""NPI"":""8496499359""},{""NPI"":""8740215644""},{""NPI"":""2649292431""}]",1721474927,89496058,ut erat id mauris vulputate elementum,9/8/2019,3/5/2006
"[{""NPI"":""7168740733""},{""NPI"":""2696982910""}]",3916157817,16435858,praesent blandit nam nulla,7/8/2018,5/25/2012
"[{""NPI"":""5725541533""},{""NPI"":""8735784962""},{""NPI"":""7708382084""},{""NPI"":""2815783886""},{""NPI"":""5297768136""},{""NPI"":""6454051366""}]",4961943819,28751694,nec,10/28/2008,6/6/2011
"[{""NPI"":""2496698909""},{""NPI"":""4555770706""},{""NPI"":""8733743665""},{""NPI"":""2162685434""},{""NPI"":""8742524237""},{""NPI"":""6278548615""}]",2411592795,53514501,proin,7/21/2016,9/22/2019
"[{""NPI"":""8662872735""},{""NPI"":""3603725174""},{""NPI"":""0825755212""},{""NPI"":""2921028719""},{""NPI"":""8278518521""},{""NPI"":""4610275910""}]",2653744104,20159710,iaculis diam erat,4/15/2017,1/1/2011
"[{""NPI"":""7542302124""},{""NPI"":""5772835807""},{""NPI"":""5145803443""},{""NPI"":""7330842532""},{""NPI"":""0082427135""}]",8097795310,62870656,integer a nibh,5/30/2017,6/12/2015
"[{""NPI"":""0483466867""},{""NPI"":""7061151757""},{""NPI"":8697450756},{""NPI"":""9749305817""},{""NPI"":""7168740733""},{""NPI"":""9238363994""}]",7857315885,41783430,nulla tellus,3/12/2012,9/29/2019
"[{""NPI"":""6203610232""}]",1008867322,50511786,donec vitae nisi nam ultrices,5/29/2010,1/26/2007
"[{""NPI"":""9530992297""},{""NPI"":""3142067604""},{""NPI"":""4083154756""},{""NPI"":""8082389370""},{""NPI"":""5984020769""}]",6000067615,21879237,non mi integer ac,12/21/2017,9/5/2015
"[{""NPI"":""3299320645""},{""NPI"":""2922950425""},{""NPI"":""6683286191""},{""NPI"":""2076572457""},{""NPI"":""8809590813""},{""NPI"":""2506404694""}]",8577249271,33877134,consequat,1/3/2013,5/10/2013
"[{""NPI"":""1053627920""},{""NPI"":""3054037185""},{""NPI"":""7877397348""},{""NPI"":""8405021116""}]",2163964876,10868004,tincidunt lacus,8/7/2014,2/22/2016
"[{""NPI"":""3840583284""},{""NPI"":""1763414329""},{""NPI"":""9326646025""},{""NPI"":""9649090223""}]",9655010953,84408631,in,7/11/2017,6/8/2007
"[{""NPI"":""5162661058""},{""NPI"":""3853713084""},{""NPI"":""3506219146""},{""NPI"":""6677892670""}]",1505044200,36135367,eu mi nulla ac enim,1/7/2014,3/4/2007
"[{""NPI"":""7475706524""},{""NPI"":""4781276229""},{""NPI"":""2730564101""},{""NPI"":""9016129278""},{""NPI"":""8008421177""},{""NPI"":""5303068692""}]",5391262070,58421110,pellentesque,8/25/2011,12/5/2007
"[{""NPI"":""4013160072""},{""NPI"":""6243520382""},{""NPI"":""4624566424""},{""NPI"":""6421369235""},{""NPI"":""2724280199""}]",3274698784,09218074,in quis justo maecenas rhoncus,6/14/2015,7/28/2019
"[{""NPI"":""2209911303""},{""NPI"":""2210247446""},{""NPI"":""6835294825""},{""NPI"":""0525803807""},{""NPI"":""9238363994""}]",0605985987,13764309,pretium quis lectus,2/14/2019,12/11/2008
"[{""NPI"":""8728427270""}]",9296581907,34205600,hac habitasse platea dictumst,11/28/2008,1/24/2014
"[{""NPI"":""1270474286""},{""NPI"":""4958201440""},{""NPI"":""6631412293""}]",4676038909,57411097,tortor quis turpis,8/21/2014,7/20/2015
"[{""NPI"":""3682510400""},{""NPI"":""3299320645""},{""NPI"":""6578973567""},{""NPI"":""7025549576""}]",3490696336,64317306,vel nulla eget,5/27/2007,11/2/2009
"[{""NPI"":""1383278415""},{""NPI"":""3152559577""}]",9492357747,89120795,tincidunt in leo maecenas pulvinar,6/6/2017,4/2/2013
"[{""NPI"":""9709431773""}]",0857205943,36175383,adipiscing molestie hendrerit at vulputate vitae,6/4/2017,12/31/2015
"[{""NPI"":""8209242768""}]",2076572457,61645765,pellentesque eget,1/29/2009,12/17/2018
"[{""NPI"":""1953564151""},{""NPI"":""1784464848""},{""NPI"":""4547095469""},{""NPI"":""1796503207""}]",5238608985,17793744,tincidunt eget tempus vel,9/10/2019,11/13/2010
"[{""NPI"":""0418262446""},{""NPI"":""8082475544""},{""NPI"":""6454051366""}]",7147537114,02022898,duis ac,7/21/2017,5/28/2014
"[{""NPI"":""3989297139""},{""NPI"":""0783204426""},{""NPI"":""7482370919""}]",0802309682,31778496,ante,4/26/2016,2/17/2007
"[{""NPI"":""6169972033""},{""NPI"":""3904531980""},{""NPI"":""5156132464""},{""NPI"":""1504447093""},{""NPI"":""8817542679""}]",8744723539,72514387,vestibulum sed magna,3/20/2009,4/15/2010
"[{""NPI"":""3904531980""},{""NPI"":""8740215644""},{""NPI"":""9535618334""}]",3873936240,51914174,habitasse,11/13/2014,4/24/2006
"[{""NPI"":""2624705767""},{""NPI"":""5696756093""},{""NPI"":""7703794171""},{""NPI"":""5882901839""}]",8405021116,71537545,morbi vestibulum velit id pretium,4/20/2007,11/11/2012
"[{""NPI"":""3267657024""},{""NPI"":""7839976166""},{""NPI"":""1335498311""}]",7959277311,58801228,in lectus pellentesque,10/29/2008,6/12/2012
"[{""NPI"":""3101581397""}]",1258430630,65918730,quis libero,5/12/2014,7/27/2011
"[{""NPI"":""3682510400""}]",7068487122,63621811,lobortis vel dapibus at,9/24/2018,9/9/2006
"[{""NPI"":""4607312894""},{""NPI"":""4979256449""}]",2730564101,30617045,nulla sed vel enim,8/25/2010,2/28/2017
"[{""NPI"":""4959772158""}]",5824909253,29493015,convallis nunc proin at,8/3/2009,6/13/2016
"[{""NPI"":""6061763980""}]",8173170347,99783537,eget eros elementum pellentesque quisque porta,3/25/2017,11/22/2017
"[{""NPI"":""2210247446""},{""NPI"":""5338463008""}]",1624934021,72554926,at turpis donec posuere,9/25/2009,9/19/2018
"[{""NPI"":""0890343969""},{""NPI"":""2854079868""},{""NPI"":""8378720772""}]",3745638867,02363869,porta volutpat quam pede lobortis,9/21/2015,2/22/2014
"[{""NPI"":""8869157539""},{""NPI"":""3570762793""},{""NPI"":""1837881685""}]",9535618334,96390705,augue vestibulum ante ipsum,7/10/2011,2/6/2009
"[{""NPI"":""8034781126""},{""NPI"":""8467173157""}]",8202562279,97447853,fusce consequat nulla nisl,10/18/2009,1/10/2010
"[{""NPI"":""7855327584""},{""NPI"":""3195390361""},{""NPI"":""5337850318""},{""NPI"":""5499158770""},{""NPI"":""3157311581""}]",5178491114,99607619,volutpat dui maecenas tristique est,4/29/2014,2/24/2014
"[{""NPI"":""7903195441""},{""NPI"":""2696982910""},{""NPI"":""3840263980""}]",4676038909,04671547,amet cursus,2/19/2006,3/14/2012
"[{""NPI"":""5095812967""},{""NPI"":""9869563791""},{""NPI"":""7180013633""}]",4003589343,46145497,lorem,7/15/2011,7/3/2014
"[{""NPI"":""9476356030""}]",2094095304,99462247,nisl aenean lectus pellentesque eget,5/24/2018,10/10/2010
"[{""NPI"":""9649090223""},{""NPI"":""9492357747""},{""NPI"":""6454051366""},{""NPI"":""8184237006""},{""NPI"":""1067006788""},{""NPI"":""9907182656""}]",8570374437,47986038,nulla suspendisse potenti cras,2/19/2016,9/13/2009
"[{""NPI"":""9415188421""},{""NPI"":1334014582},{""NPI"":""1032173688""}]",0304207977,54069575,sapien iaculis congue vivamus metus arcu,1/14/2016,12/5/2014
"[{""NPI"":""6683286191""},{""NPI"":""3214812874""}]",2411592795,65323197,pede ullamcorper augue a,12/3/2011,11/28/2010
"[{""NPI"":""4892584835""},{""NPI"":""2583540181""},{""NPI"":""9032904183""}]",7959277311,36667181,cursus urna,5/31/2016,6/15/2019
"[{""NPI"":""4418777318""},{""NPI"":""1837881685""},{""NPI"":7210385843}]",7478060420,67315560,ut dolor morbi vel,1/10/2010,4/7/2006
"[{""NPI"":""0917432037""}]",0950708682,27992166,eu interdum eu,1/9/2008,10/9/2012
"[{""NPI"":""2693198704""},{""NPI"":""8869157539""},{""NPI"":""2495975089""},{""NPI"":""0769206360""},{""NPI"":""6835294825""}]",3548272282,69485702,volutpat convallis,3/23/2008,11/3/2012
"[{""NPI"":""4474315367""},{""NPI"":""4676038909""},{""NPI"":""9603555312""},{""NPI"":""1099934281""},{""NPI"":""3698987708""},{""NPI"":""5829196514""}]",4762755419,31843712,orci luctus et,4/1/2008,5/23/2009
"[{""NPI"":""3292848067""},{""NPI"":""1149721324""},{""NPI"":""2081037920""},{""NPI"":""7803902359""},{""NPI"":""6285458642""}]",8378720772,47133479,eget rutrum,1/26/2012,12/26/2006
"[{""NPI"":""5178491114""},{""NPI"":""0776164376""},{""NPI"":""1490008179""}]",4032957991,83963151,aenean auctor gravida sem praesent,12/1/2013,11/21/2017
"[{""NPI"":""3455200745""},{""NPI"":""1624934021""},{""NPI"":""8278518521""},{""NPI"":""7912721363""},{""NPI"":""7162880134""},{""NPI"":""2612135855""}]",6765949437,89620491,quisque erat eros,4/5/2011,8/25/2014
"[{""NPI"":""3933010675""}]",6646117284,21712876,habitasse platea,10/24/2005,2/22/2007
"[{""NPI"":""8728427270""},{""NPI"":""0038494302""},{""NPI"":""7482370919""}]",0917432037,50577998,sed interdum,7/3/2016,10/31/2006
"[{""NPI"":""0804118469""}]",5726079175,46118475,donec odio,5/25/2007,5/21/2008
"[{""NPI"":""7621291974""},{""NPI"":""8869157539""},{""NPI"":""4059395536""},{""NPI"":""6410306830""},{""NPI"":""1560368330""}]",1687900337,23266300,curabitur in libero,1/12/2006,11/16/2005
"[{""NPI"":""1366590058""},{""NPI"":""4869605872""},{""NPI"":""0425479188""},{""NPI"":""4736470607""}]",1065893191,85712056,tempus vel,1/15/2007,11/6/2007
"[{""NPI"":""4374094385""},{""NPI"":""2873377070""},{""NPI"":""9260897807""},{""NPI"":""5326835592""},{""NPI"":""2452628093""}]",9603555312,78725004,sed ante vivamus,11/14/2013,11/22/2014
"[{""NPI"":""3653644135""},{""NPI"":""2612135855""}]",4738495038,34251503,cras pellentesque volutpat dui,12/28/2012,1/27/2010
"[{""NPI"":""9312685791""},{""NPI"":""3745638867""},{""NPI"":""9975996450""},{""NPI"":""6578973567""},{""NPI"":""2725197791""},{""NPI"":""9041868070""}]",2983937348,82784015,sapien,9/1/2012,3/30/2016
"[{""NPI"":""9300978942""},{""NPI"":""4749261777""},{""NPI"":""3488533972""}]",7839976166,27056933,orci pede venenatis non sodales sed,6/1/2013,4/7/2009
"[{""NPI"":""6388276458""},{""NPI"":""0890343969""},{""NPI"":""1938216857""},{""NPI"":""9649090223""},{""NPI"":""6787560788""},{""NPI"":""6760333810""}]",1842183648,54788087,sit amet nulla,7/7/2014,2/8/2017
"[{""NPI"":""4624566424""},{""NPI"":""4765454681""},{""NPI"":""2255021978""},{""NPI"":""8728427270""}]",7854121877,60648214,vehicula,4/11/2008,12/11/2010
"[{""NPI"":""7168089099""},{""NPI"":""7875570840""},{""NPI"":""6135132636""}]",6835294825,59089381,praesent,9/25/2013,6/7/2014
"[{""NPI"":""3411372559""},{""NPI"":""3274698784""}]",0813028183,00052977,in congue etiam justo etiam pretium,6/12/2019,3/15/2016
"[{""NPI"":""1590093755""},{""NPI"":""4442174474""},{""NPI"":""5505496563""},{""NPI"":""3653644135""},{""NPI"":""7267330606""}]",2914230818,45596423,purus sit,11/16/2016,7/8/2016
"[{""NPI"":""4829588411""},{""NPI"":""7216000161""},{""NPI"":""4371174744""},{""NPI"":""2905796464""},{""NPI"":""2380819815""},{""NPI"":""7839976166""}]",1924542218,69419308,consequat nulla nisl nunc nisl,1/1/2007,8/16/2010
"[{""NPI"":""8735980214""},{""NPI"":""1065893191""},{""NPI"":""8570374437""},{""NPI"":""4975961342""},{""NPI"":""0769830145""}]",8741084446,45505807,in eleifend,9/25/2018,1/23/2014
"[{""NPI"":""4676038909""},{""NPI"":""3302800363""},{""NPI"":""5348623156""},{""NPI"":""1065893191""}]",4701872040,26374746,in faucibus orci luctus,11/6/2011,8/14/2014
"[{""NPI"":""2122646853""},{""NPI"":""4617162100""},{""NPI"":""2495975089""},{""NPI"":""4687390331""},{""NPI"":""2381338020""},{""NPI"":""8630060816""}]",9159223766,93821503,sed magna at,2/7/2017,12/3/2017
"[{""NPI"":""0393812774""},{""NPI"":""2085462057""},{""NPI"":""3784981348""},{""NPI"":""2495975089""},{""NPI"":""7220040350""},{""NPI"":""9595449903""}]",2835110631,86335678,magna vulputate luctus,8/18/2014,2/25/2014
"[{""NPI"":""3147432173""}]",7868420863,98331136,turpis nec euismod scelerisque quam,10/31/2015,3/23/2015
"[{""NPI"":""1617175102""},{""NPI"":""9985719786""}]",3214812874,48655981,nec condimentum neque,3/28/2010,2/27/2015
"[{""NPI"":""6421369235""},{""NPI"":""6203610232""}]",0351710353,30174407,tristique tortor,2/23/2019,2/25/2012
"[{""NPI"":""2242581422""},{""NPI"":""4975961342""},{""NPI"":""1784679844""}]",4324613613,53049624,ridiculus mus vivamus vestibulum,5/21/2007,2/28/2019
"[{""NPI"":""3343410578""},{""NPI"":""9476356030""},{""NPI"":""0014579480""}]",1149721324,93926806,interdum,3/7/2007,2/28/2014
"[{""NPI"":""1308359969""},{""NPI"":""5691009958""},{""NPI"":""7389956135""},{""NPI"":""1431658529""},{""NPI"":""9595449903""},{""NPI"":""5178491114""}]",8885204430,76853304,aliquet massa id lobortis convallis tortor,10/3/2017,7/17/2014
"[{""NPI"":""0704078880""},{""NPI"":""4610275910""}]",3914371749,19176827,elementum pellentesque,9/16/2017,11/12/2007
"[{""NPI"":""3789463159""},{""NPI"":""3820636048""},{""NPI"":""3488533972""},{""NPI"":""8800207952""}]",5911112973,90003010,orci luctus et ultrices,2/19/2010,12/19/2014
"[{""NPI"":""2815572060""},{""NPI"":""4371174744""},{""NPI"":""1831256479""},{""NPI"":""6863700158""}]",0082427135,04763783,dui maecenas tristique est et,9/3/2009,4/8/2013
"[{""NPI"":""1039656927""},{""NPI"":""0316282510""},{""NPI"":""7044669506""}]",2305031602,15936448,montes nascetur ridiculus mus,2/18/2019,5/20/2019
"[{""NPI"":""0805024921""}]",0769206360,70353441,orci pede venenatis non,5/25/2012,1/18/2016
"[{""NPI"":""4676038909""},{""NPI"":""9054754559""},{""NPI"":""5082488562""},{""NPI"":""4070783660""},{""NPI"":""5391262070""}]",2615817787,46867275,in faucibus,3/20/2015,7/1/2009
"[{""NPI"":""5910967746""},{""NPI"":""8711885939""},{""NPI"":""0018777015""},{""NPI"":""5238608985""},{""NPI"":""2854079868""}]",1239424973,60420939,pellentesque ultrices phasellus,3/30/2012,5/27/2007
"[{""NPI"":""0536506000""},{""NPI"":""3408675813""},{""NPI"":""3236424613""},{""NPI"":""5709621072""},{""NPI"":""2162685434""},{""NPI"":""0761842233""}]",1798477564,88147794,pretium iaculis diam erat fermentum,8/27/2018,6/22/2006
"[{""NPI"":""1505044200""},{""NPI"":""0120954435""},{""NPI"":""6538300227""},{""NPI"":""0221661883""},{""NPI"":""7168740733""},{""NPI"":""2873377070""}]",6770935260,91116109,tempus vivamus in felis eu,5/9/2007,11/3/2011
"[{""NPI"":""7473462687""},{""NPI"":""2861511761""}]",2503804012,92783348,bibendum felis sed interdum venenatis turpis,1/25/2007,6/2/2008
"[{""NPI"":""8097795310""},{""NPI"":""1308359969""},{""NPI"":""8253491700""},{""NPI"":""9258141458""},{""NPI"":""7267330606""}]",5829196514,58430148,nam nulla,8/6/2017,12/4/2007
"[{""NPI"":""3548726984""},{""NPI"":""4236706679""},{""NPI"":""8249014723""},{""NPI"":""2045174573""}]",7210385843,67065151,ipsum integer,3/3/2008,7/10/2016
"[{""NPI"":""6538300227""},{""NPI"":""1039656927""},{""NPI"":""0805024921""}]",9759862204,11229935,pede justo eu massa donec,7/18/2010,12/4/2005
"[{""NPI"":""6922899598""},{""NPI"":""6808451869""},{""NPI"":""2983937348""}]",6870320748,35168319,ullamcorper augue a suscipit nulla,12/20/2013,4/9/2008
"[{""NPI"":""7080997771""},{""NPI"":""1490008179""},{""NPI"":""0189859199""},{""NPI"":""8802790965""}]",0835510794,98169534,orci nullam molestie nibh in lectus,4/23/2019,8/6/2017
"[{""NPI"":""6383124242""},{""NPI"":""0951779311""},{""NPI"":""6551327125""},{""NPI"":""5726079175""}]",4194367707,40596388,amet sem fusce,5/30/2007,12/6/2010
"[{""NPI"":""8515315831""},{""NPI"":""8249014723""},{""NPI"":""1663050155""},{""NPI"":""3655585071""},{""NPI"":""0418262446""}]",9326646025,22524949,sit amet nulla quisque arcu libero,12/18/2018,6/3/2015
"[{""NPI"":""1900519798""},{""NPI"":""6129417713""},{""NPI"":""0631463429""},{""NPI"":""0797749489""},{""NPI"":""2503804012""}]",6787560788,57858098,faucibus cursus urna,8/23/2012,1/20/2007
"[{""NPI"":8140640816},{""NPI"":""0482292237""}]",1490008179,82611850,varius,7/5/2008,7/10/2014
"[{""NPI"":""4617162100""},{""NPI"":""5772835807""},{""NPI"":""0134892658""}]",0881811386,71594502,nullam sit amet,11/8/2016,12/13/2007
